x,U
-8.37,0.234003894744
-8.34,0.231979641439
-8.31,0.229967023693
-8.28,0.22796600028
-8.25,0.225976530099
-8.22,0.22399857218
-8.19,0.222032085679
-8.16,0.220077029878
-8.13,0.218133364189
-8.1,0.216201048147
-8.07,0.214280041415
-8.04,0.21237030378
-8.01,0.210471795157
-7.98,0.208584475583
-7.95,0.206708305221
-7.92,0.204843244358
-7.89,0.202989253405
-7.86,0.201146292895
-7.83,0.199314323487
-7.8,0.197493305959
-7.77,0.195683201214
-7.74,0.193883970276
-7.71,0.19209557429
-7.68,0.190317974525
-7.65,0.188551132367
-7.62,0.186795009325
-7.59,0.185049567028
-7.56,0.183314767224
-7.53,0.181590571781
-7.5,0.179876942686
-7.47,0.178173842044
-7.44,0.17648123208
-7.41,0.174799075136
-7.38,0.173127333672
-7.35,0.171465970265
-7.32,0.16981494761
-7.29,0.168174228517
-7.26,0.166543775914
-7.23,0.164923552843
-7.2,0.163313522465
-7.17,0.161713648052
-7.14,0.160123892994
-7.11,0.158544220795
-7.08,0.156974595072
-7.05,0.155414979559
-7.02,0.153865338099
-6.99,0.152325634652
-6.96,0.150795833289
-6.93,0.149275898195
-6.9,0.147765793667
-6.87,0.146265484112
-6.84,0.144774934051
-6.81,0.143294108114
-6.78,0.141822971045
-6.75,0.140361487695
-6.72,0.138909623029
-6.69,0.137467342118
-6.66,0.136034610146
-6.63,0.134611392404
-6.6,0.133197654293
-6.57,0.131793361323
-6.54,0.130398479112
-6.51,0.129012973385
-6.48,0.127636809976
-6.45,0.126269954825
-6.42,0.124912373981
-6.39,0.123564033599
-6.36,0.122224899938
-6.33,0.120894939367
-6.3,0.119574118358
-6.27,0.11826240349
-6.24,0.116959761446
-6.21,0.115666159014
-6.18,0.114381563088
-6.15,0.113105940664
-6.12,0.111839258843
-6.09,0.110581484831
-6.06,0.109332585934
-6.03,0.108092529564
-6,0.106861283233
-5.97,0.105638814559
-5.94,0.10442509126
-5.91,0.103220081153
-5.88,0.102023752162
-5.85,0.100836072308
-5.82,0.0996570097145
-5.79,0.0984865326052
-5.76,0.0973246093042
-5.73,0.0961712082355
-5.7,0.0950262979227
-5.67,0.0938898469888
-5.64,0.092761824156
-5.61,0.091642198245
-5.58,0.0905309381753
-5.55,0.0894280129645
-5.52,0.0883333917279
-5.49,0.0872470436786
-5.46,0.086168938127
-5.43,0.0850990444805
-5.4,0.0840373322433
-5.37,0.082983771016
-5.34,0.0819383304952
-5.31,0.0809009804738
-5.28,0.0798716908398
-5.25,0.0788504315769
-5.22,0.0778371727636
-5.19,0.0768318845733
-5.16,0.0758345372737
-5.13,0.0748451012267
-5.1,0.0738635468883
-5.07,0.072889844808
-5.04,0.0719239656284
-5.01,0.0709658800856
-4.98,0.0700155590082
-4.95,0.0690729733173
-4.92,0.0681380940264
-4.89,0.0672108922408
-4.86,0.0662913391576
-4.83,0.0653794060653
-4.8,0.0644750643434
-4.77,0.0635782854624
-4.74,0.0626890409835
-4.71,0.0618073025579
-4.68,0.0609330419271
-4.65,0.0600662309225
-4.62,0.0592068414647
-4.59,0.0583548455638
-4.56,0.0575102153187
-4.53,0.0566729229173
-4.5,0.0558429406356
-4.47,0.0550202408381
-4.44,0.0542047959771
-4.41,0.0533965785926
-4.38,0.0525955613119
-4.35,0.0518017168496
-4.32,0.0510150180071
-4.29,0.0502354376725
-4.26,0.0494629488202
-4.23,0.0486975245106
-4.2,0.0479391378903
-4.17,0.0471877621912
-4.14,0.0464433707306
-4.11,0.0457059369109
-4.08,0.0449754342194
-4.05,0.0442518362279
-4.02,0.0435351165925
-3.99,0.0428252490535
-3.96,0.0421222074349
-3.93,0.0414259656444
-3.9,0.0407364976729
-3.87,0.0400537775944
-3.84,0.0393777795658
-3.81,0.0387084778265
-3.78,0.0380458466983
-3.75,0.0373898605851
-3.72,0.0367404939725
-3.69,0.0360977214278
-3.66,0.0354615175997
-3.63,0.0348318572179
-3.6,0.0342087150931
-3.57,0.0335920661165
-3.54,0.0329818852597
-3.51,0.0323781475745
-3.48,0.0317808281926
-3.45,0.0311899023253
-3.42,0.0306053452634
-3.39,0.0300271323769
-3.36,0.0294552391147
-3.33,0.0288896410043
-3.3,0.0283303136519
-3.27,0.0277772327419
-3.24,0.0272303740367
-3.21,0.0266897133762
-3.18,0.0261552266784
-3.15,0.0256268899381
-3.12,0.0251046792274
-3.09,0.0245885706953
-3.06,0.0240785405673
-3.03,0.0235745651453
-3,0.0230766208075
-2.97,0.0225846840079
-2.94,0.0220987312763
-2.91,0.0216187392178
-2.88,0.021144684513
-2.85,0.0206765439173
-2.82,0.020214294261
-2.79,0.0197579124491
-2.76,0.0193073754608
-2.73,0.0188626603494
-2.7,0.0184237442422
-2.67,0.0179906043403
-2.64,0.0175632179179
-2.61,0.017141562323
-2.58,0.016725614976
-2.55,0.0163153533706
-2.52,0.0159107550729
-2.49,0.0155117977213
-2.46,0.0151184590266
-2.43,0.0147307167712
-2.4,0.0143485488094
-2.37,0.0139719330671
-2.34,0.0136008475414
-2.31,0.0132352703005
-2.28,0.0128751794833
-2.25,0.0125205532996
-2.22,0.0121713700295
-2.19,0.0118276080234
-2.16,0.0114892457017
-2.13,0.0111562615545
-2.1,0.0108286341417
-2.07,0.0105063420924
-2.04,0.0101893641049
-2.01,0.0098776789467
-1.98,0.00957126545377
-1.95,0.00927010253079
-1.92,0.00897416915077
-1.89,0.00868344435486
-1.86,0.00839790725216
-1.83,0.0081175370195
-1.8,0.00784231290125
-1.77,0.0075722142091
-1.74,0.0073072203219
-1.71,0.00704731068539
-1.68,0.00679246481205
-1.65,0.00654266228089
-1.62,0.00629788273723
-1.59,0.00605810589254
-1.56,0.0058233115242
-1.53,0.00559347947532
-1.5,0.00536858965452
-1.47,0.0051486220358
-1.44,0.00493355665826
-1.41,0.00472337362594
-1.38,0.00451805310764
-1.35,0.0043175753367
-1.32,0.00412192061082
-1.29,0.00393106929187
-1.26,0.00374500180566
-1.23,0.0035636986418
-1.2,0.00338714035348
-1.17,0.00321530755728
-1.14,0.00304818093298
-1.11,0.00288574122336
-1.08,0.00272796923403
-1.05,0.00257484583324
-1.02,0.00242635195167
-0.99,0.00228246858226
-0.96,0.00214317678001
-0.93,0.0020084576618
-0.9,0.00187829240621
-0.87,0.00175266225332
-0.84,0.00163154850454
-0.81,0.00151493252239
-0.78,0.00140279573038
-0.75,0.00129511961276
-0.72,0.00119188571438
-0.69,0.00109307564047
-0.66,0.000998671056511
-0.63,0.00090865368799
-0.6,0.000823005320268
-0.57,0.000741707798379
-0.54,0.000664743026849
-0.51,0.000592092969523
-0.48,0.000523739649381
-0.45,0.00045966514836
-0.42,0.000399851607179
-0.39,0.000344281225157
-0.36,0.00029293626004
-0.33,0.000245799027823
-0.3,0.000202851902571
-0.27,0.000164077316249
-0.24,0.000129457758543
-0.21,9.89757766871e-05
-0.18,7.26139752881e-05
-0.15,5.03550161541e-05
-0.12,3.21816181203e-05
-0.09,1.80765568765e-05
-0.06,8.02266479563e-06
-0.03,2.00283076187e-06
0,0
0.03,1.99717390479e-06
0.06,7.97740987112e-06
0.09,1.79238211245e-05
0.12,3.1819576552e-05
0.15,4.96479005341e-05
0.18,7.13920727762e-05
0.21,9.70354281417e-05
0.24,0.000126561356485
0.27,0.000159953302483
0.3,0.000197194765473
0.33,0.000238269299285
0.36,0.000283160512074
0.39,0.00033185206616
0.42,0.000384327677862
0.45,0.000440571117334
0.48,0.000500566208402
0.51,0.000564296828401
0.54,0.000631746908014
0.57,0.00070290043111
0.6,0.000777741434581
0.63,0.000856254008184
0.66,0.000938422294379
0.69,0.00102423048817
0.72,0.00111366283694
0.75,0.0012067036403
0.78,0.00130333724994
0.81,0.00140354806944
0.84,0.00150732055415
0.87,0.00161463921098
0.9,0.00172548859832
0.93,0.00183985332582
0.96,0.00195771805426
0.99,0.00207906749538
1.02,0.00220388641175
1.05,0.0023321596166
1.08,0.00246387197366
1.11,0.00259900839702
1.14,0.00273755385097
1.17,0.00287949334984
1.2,0.00302481195788
1.23,0.00317349478906
1.26,0.00332552700696
1.29,0.00348089382459
1.32,0.00363958050426
1.35,0.00380157235743
1.38,0.00396685474455
1.41,0.00413541307489
1.44,0.00430723280646
1.47,0.00448229944578
1.5,0.0046605985478
1.53,0.00484211571569
1.56,0.00502683660075
1.59,0.00521474690224
1.62,0.00540583236722
1.65,0.00560007879044
1.68,0.00579747201414
1.71,0.00599799792796
1.74,0.00620164246879
1.77,0.00640839162057
1.8,0.00661823141422
1.83,0.00683114792746
1.86,0.00704712728464
1.89,0.00726615565668
1.92,0.00748821926083
1.95,0.00771330436061
1.98,0.00794139726561
2.01,0.0081724843314
2.04,0.00840655195935
2.07,0.00864358659649
2.1,0.00888357473542
2.13,0.0091265029141
2.16,0.00937235771579
2.19,0.00962112576883
2.22,0.00987279374656
2.25,0.0101273483672
2.28,0.0103847763936
2.31,0.0106450646332
2.34,0.0109081999379
2.37,0.011174169204
2.4,0.0114429593718
2.43,0.0117145574258
2.46,0.0119889503941
2.49,0.0122661253488
2.52,0.0125460694057
2.55,0.0128287697239
2.58,0.013114213506
2.61,0.0134023879977
2.64,0.0136932804878
2.67,0.0139868783083
2.7,0.0142831688338
2.73,0.0145821394816
2.76,0.0148837777117
2.79,0.0151880710265
2.82,0.0154950069707
2.85,0.0158045731311
2.88,0.0161167571368
2.91,0.0164315466584
2.94,0.0167489294088
2.97,0.0170688931423
3,0.0173914256546
3.03,0.0177165147831
3.06,0.0180441484064
3.09,0.0183743144442
3.12,0.0187070008572
3.15,0.0190421956472
3.18,0.0193798868566
3.21,0.0197200625685
3.24,0.0200627109067
3.27,0.020407820035
3.3,0.020755378158
3.33,0.0211053735201
3.36,0.0214577944059
3.39,0.0218126291398
3.42,0.0221698660862
3.45,0.022529493649
3.48,0.0228915002716
3.51,0.023255874437
3.54,0.0236226046675
3.57,0.0239916795244
3.6,0.0243630876083
3.63,0.0247368175586
3.66,0.0251128580536
3.69,0.0254911978102
3.72,0.025871825584
3.75,0.026254730169
3.78,0.0266399003978
3.81,0.0270273251408
3.84,0.0274169933068
3.87,0.0278088938427
3.9,0.028203015733
3.93,0.0285993480001
3.96,0.0289978797041
3.99,0.0293985999426
4.02,0.0298014978507
4.05,0.0302065626005
4.08,0.0306137834018
4.11,0.031023149501
4.14,0.0314346501817
4.17,0.0318482747643
4.2,0.0322640126059
4.23,0.0326818531004
4.26,0.033101785678
4.29,0.0335237998054
4.32,0.0339478849855
4.35,0.0343740307574
4.38,0.0348022266965
4.41,0.0352324624137
4.44,0.0356647275561
4.47,0.0360990118065
4.5,0.0365353048831
